rxn_src	dir	enz	protein_stoich	status	comments
RNDR3_n	FWD	RNR124	"YER070W:2,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1."
RNDR3_n	FWD	RNR1234	"YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1."
RNDR2_c	FWD	RNR124	"YER070W:2,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1."
RNDR2_c	FWD	RNR1234	"YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1."
RNDR2_n	FWD	RNR124	"YER070W:2,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1."
RNDR2_n	FWD	RNR1234	"YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1."
RNDR4_c	FWD	RNR124	"YER070W:2,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Use same stoich. As other RNR124 enzymes, as in rtRBA"
RNDR4_n	FWD	RNR124	"YER070W:2,YJL026W:1,YGR180C:1"	protStoichAsgnManual	"Use same stoich. As other RNR124 enzymes, as in rtRBA"
RPI_c	FWD	YOR095C	YOR095C:1	protStoichAsgnAuto	
RPI_c	REV	YOR095C	YOR095C:1	protStoichAsgnAuto	
RNMK_c	FWD	YNL129W	YNL129W:1	protStoichAsgnAuto	
RPE_c	FWD	YJL121C	YJL121C:1	protStoichAsgnAuto	
RPE_c	REV	YJL121C	YJL121C:1	protStoichAsgnAuto	
SAM24MT_c	FWD	YML008C	YML008C:1	protStoichAsgnManual	Interacts with ERG28.
SFGTHi_c	FWD	YJL068C	YJL068C:1	protStoichAsgnAuto	
SFGTHi_c	REV	YJL068C	YJL068C:1	protStoichAsgnAuto	
SACCD2_c	FWD	YIR034C	YIR034C:1	protStoichAsgnAuto	
SACCD1_c	FWD	YNR050C	YNR050C:1	protStoichAsgnManual	Interacts with TRM112.
FBA3_c	FWD	YKL060C	YKL060C:2	protStoichAsgnAuto	
FBA3_c	REV	YKL060C	YKL060C:2	protStoichAsgnAuto	
SERTRS_c	FWD	YDR023W	YDR023W:2	protStoichAsgnAuto	
SERTRS_c	FWD	YHR011W	YHR011W:2	protStoichAsgnAuto	
SHK3Di_c	FWD	YDR127W	YDR127W:2	protStoichAsgnAuto	
SHKK_c	FWD	YDR127W	YDR127W:2	protStoichAsgnAuto	
SHCHD2_c	FWD	YBR213W	YBR213W:2	protStoichAsgnAuto	
SHCHF_c	FWD	YBR213W	YBR213W:2	protStoichAsgnAuto	
SPMS_c	FWD	YPR069C	YPR069C:1	protStoichAsgnAuto	
SPRMS_c	FWD	YLR146C	YLR146C:1	protStoichAsgnAuto	
SPHPL_r	FWD	YDR294C	YDR294C:2	protStoichAsgnAuto	
SBPP2_r	FWD	YKR053C	YKR053C:1	protStoichAsgnAuto	
SBPP2_r	FWD	YJL134W	YJL134W:1	protStoichAsgnAuto	
SBPP1_r	FWD	YKR053C	YKR053C:1	protStoichAsgnAuto	
SBPP1_r	FWD	YJL134W	YJL134W:1	protStoichAsgnAuto	
SPHGLpK_r	FWD	YOR171C	YOR171C:1	protStoichAsgnAuto	
SPHGLpK_r	FWD	YLR260W	YLR260W:1	protStoichAsgnAuto	
SLCBK1_r	FWD	YOR171C	YOR171C:1	protStoichAsgnAuto	
SLCBK1_r	FWD	YLR260W	YLR260W:1	protStoichAsgnAuto	
ACONIs_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACONIs_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
ACONIs_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ACONIs_c	REV	SPONT	zeroCost	protStoichAsgnAuto	
SQLEx_r	FWD	YGR175C	YGR175C:1	protStoichAsgnManual	Interacts with ERG28.
SQLEy_r	FWD	YGR175C	YGR175C:1	protStoichAsgnManual	Interacts with ERG28.
SQLS_c	FWD	YHR190W	YHR190W:1	protStoichAsgnAuto	
SSALy_c	FWD	YBR006W	YBR006W:1	protStoichAsgnAuto	
SUCR_e	FWD	YIL162W	YIL162W:1	protStoichAsgnAuto	
SADT_c	FWD	YJR010W	YJR010W:6	protStoichAsgnAuto	
SLFAT_c	FWD	YCL050C	YCL050C:1	protStoichAsgnAuto	
TAUDO_c	FWD	YLL057C	YLL057C:1	protStoichAsgnAuto	
THFGLUS_c	FWD	YOR241W	YOR241W:1	protStoichAsgnAuto	
THFGLUS_c	REV	YOR241W	YOR241W:1	protStoichAsgnAuto	"Not present in original scRBA release, but added to align w/ GSM model"
THMDP_e	FWD	YBR092C	YBR092C:1	protStoichAsgnAuto	
THMP_e	FWD	YBR092C	YBR092C:1	protStoichAsgnAuto	
TMDPK_c	FWD	YOR143C	YOR143C:2	protStoichAsgnAuto	
TMDPPK_c	FWD	YOR143C	YOR143C:2	protStoichAsgnAuto	
TMPPP_c	FWD	YPL214C	YPL214C:8	protStoichAsgnAuto	
THRA_c	FWD	YEL046C	YEL046C:4	protStoichAsgnAuto	
THRS_c	FWD	YCR053W	YCR053W:1	protStoichAsgnAuto	
THRTRS_c	FWD	YIL078W	YIL078W:1	protStoichAsgnAuto	
THRTRS_m	FWD	YKL194C	YKL194C:1	protStoichAsgnAuto	
TMDS_c	FWD	YOR074C	YOR074C:2	protStoichAsgnAuto	
ACONMT_c	FWD	YER175C	YER175C:1	protStoichAsgnAuto	
PPTT_m	FWD	YBR003W	YBR003W:1	protStoichAsgnAuto	
TALA_c	FWD	YLR354C	YLR354C:2	protStoichAsgnAuto	
TALA_c	REV	YLR354C	YLR354C:2	protStoichAsgnAuto	
TALA_c	FWD	YGR043C	YGR043C:2	protStoichAsgnAuto	
TALA_c	REV	YGR043C	YGR043C:2	protStoichAsgnAuto	
TKT1_c	FWD	YBR117C	YBR117C:2	protStoichAsgnAuto	
TKT1_c	REV	YBR117C	YBR117C:2	protStoichAsgnAuto	
TKT1_c	FWD	YPR074C	YPR074C:2	protStoichAsgnAuto	
TKT1_c	REV	YPR074C	YPR074C:2	protStoichAsgnAuto	
TKT2_c	FWD	YPR074C	YPR074C:2	protStoichAsgnAuto	
TKT2_c	REV	YPR074C	YPR074C:2	protStoichAsgnAuto	
TKT2_c	FWD	YBR117C	YBR117C:2	protStoichAsgnAuto	
TKT2_c	REV	YBR117C	YBR117C:2	protStoichAsgnAuto	
TPI_c	FWD	YDR050C	YDR050C:2	protStoichAsgnAuto	
TPI_c	REV	YDR050C	YDR050C:2	protStoichAsgnAuto	
TRPS1_c	FWD	YGL026C	YGL026C:1	protStoichAsgnAuto	
TRPTA_c	FWD	YGL202W	YGL202W:2	protStoichAsgnAuto	
TRPTRS_c	FWD	YOL097C	YOL097C:2	protStoichAsgnAuto	
TRPTRS_m	FWD	YDR268W	YDR268W:2	protStoichAsgnAuto	
TYRTA_c	FWD	YHR137W	YHR137W:2	protStoichAsgnAuto	
TYRTA_c	REV	YHR137W	YHR137W:2	protStoichAsgnAuto	
TYRTA_c	FWD	YGL202W	YGL202W:2	protStoichAsgnAuto	
TYRTA_c	REV	YGL202W	YGL202W:2	protStoichAsgnAuto	
TYRTRS_c	FWD	YGR185C	YGR185C:2	protStoichAsgnAuto	
TYRTRS_m	FWD	YPL097W	YPL097W:2	protStoichAsgnAuto	
ERGSTGLCT_c	FWD	YLR189C	YLR189C:1	protStoichAsgnAuto	
UAGDP_c	FWD	YDL103C	YDL103C:1	protStoichAsgnAuto	
UAGDP_c	REV	YDL103C	YDL103C:1	protStoichAsgnAuto	
UDPG4E_c	FWD	YBR019C	YBR019C:1	protStoichAsgnAuto	
UDPG4E_c	REV	YBR019C	YBR019C:1	protStoichAsgnAuto	
UGLT_c	FWD	YBR018C	YBR018C:2	protStoichAsgnAuto	
UGLT_c	REV	YBR018C	YBR018C:2	protStoichAsgnAuto	
UPPRT_c	FWD	YHR128W	YHR128W:1	protStoichAsgnAuto	
UREASE_c	FWD	YBR208C	YBR208C:1	protStoichAsgnAuto	
ULGYCH_c	FWD	YIR032C	YIR032C:2	protStoichAsgnAuto	
URIK1_c	FWD	YDR020C	YDR020C:1	protStoichAsgnAuto	
URIK1_c	FWD	YNR012W	YNR012W:1	protStoichAsgnAuto	
URIK2_c	FWD	YDR020C	YDR020C:1	protStoichAsgnAuto	
URIK2_c	FWD	YNR012W	YNR012W:1	protStoichAsgnAuto	
UPPDC1_c	FWD	YDR047W	YDR047W:2	protStoichAsgnAuto	
UPP3MT_2_c	FWD	YKR069W	YKR069W:1	protStoichAsgnAuto	
UPP3S_c	FWD	YOR278W	YOR278W:1	protStoichAsgnAuto	
GALUi_c	FWD	YKL035W	YKL035W:8	protStoichAsgnAuto	
GALUi_c	REV	YKL035W	YKL035W:8	protStoichAsgnAuto	
GALUi_c	FWD	YHL012W	YHL012W:8	protStoichAsgnAuto	
GALUi_c	REV	YHL012W	YHL012W:8	protStoichAsgnAuto	
VALTA_c	FWD	YJR148W	YJR148W:2	protStoichAsgnAuto	
VALTA_c	REV	YJR148W	YJR148W:2	protStoichAsgnAuto	
VALTA_m	FWD	YHR208W	YHR208W:2	protStoichAsgnAuto	
VALTA_m	REV	YHR208W	YHR208W:2	protStoichAsgnAuto	
XPPT_c	FWD	YJR133W	YJR133W:1	protStoichAsgnAuto	
XYLTD_D_c	FWD	YLR070C	YLR070C:1	protStoichAsgnAuto	
XYLR_c	FWD	YHR104W	YHR104W:1	protStoichAsgnAuto	
XYLK_c	FWD	YGR194C	YGR194C:1	protStoichAsgnAuto	
YUMPS_c	FWD	YPL212C	YPL212C:1	protStoichAsgnAuto	
YUMPS_c	REV	YPL212C	YPL212C:1	protStoichAsgnAuto	
YUMPS_c	FWD	YNL292W	YNL292W:1	protStoichAsgnAuto	
YUMPS_c	REV	YNL292W	YNL292W:1	protStoichAsgnAuto	
YUMPS_c	FWD	YGL063W	YGL063W:1	protStoichAsgnAuto	
YUMPS_c	REV	YGL063W	YGL063W:1	protStoichAsgnAuto	
YUMPS_c	FWD	YFL001W	YFL001W:1	protStoichAsgnAuto	
YUMPS_c	REV	YFL001W	YFL001W:1	protStoichAsgnAuto	
NTD9_c	FWD	YER037W	YER037W:1	protStoichAsgnAuto	
HCITS_m	FWD	YDL131W	YDL131W:1	protStoichAsgnAuto	
PYDXNK_c	FWD	YEL029C	YEL029C:1	protStoichAsgnAuto	
KYNAT2_c	FWD	YJL060W	YJL060W:2	protStoichAsgnAuto	
KYNAT2_c	REV	YJL060W	YJL060W:2	protStoichAsgnAuto	
KYNIs_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
QUILSYN_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ALCD2i2_c	FWD	YBR145W	YBR145W:4	protStoichAsgnAuto	
ALCD2i2_c	FWD	YOL086C	YOL086C:4	protStoichAsgnAuto	
ALDD2x_c	FWD	YMR170C	YMR170C:1	protStoichAsgnAuto	
ALDD2x_c	FWD	YOR374W	YOR374W:1	protStoichAsgnAuto	
TRPTA2_c	FWD	YHR137W	YHR137W:2	protStoichAsgnAuto	
SBP_c	FWD	YKR043C	YKR043C:2	protStoichAsgnAuto	
ICDHyi_m	FWD	YDL066W	YDL066W:2	protStoichAsgnAuto	
3OAR40_m	FWD	YKL055C	YKL055C:1	protStoichAsgnAuto	
3OAR60_m	FWD	YKL055C	YKL055C:1	protStoichAsgnAuto	
3OAR80_m	FWD	YKL055C	YKL055C:1	protStoichAsgnAuto	
3HAD40_m	FWD	YHR067W	YHR067W:1	protStoichAsgnAuto	
3HAD40_m	REV	YHR067W	YHR067W:1	protStoichAsgnAuto	
3HAD60_m	FWD	YHR067W	YHR067W:1	protStoichAsgnAuto	
3HAD60_m	REV	YHR067W	YHR067W:1	protStoichAsgnAuto	
3HAD80_m	FWD	YHR067W	YHR067W:1	protStoichAsgnAuto	
3HAD80_m	REV	YHR067W	YHR067W:1	protStoichAsgnAuto	
EAR40y_m	FWD	YBR026C	YBR026C:2	protStoichAsgnManual	Homodimer or in a complex with other proteins (PubMed:11509667). Interacts with ARS1 (PubMed:8195160).
EAR60y_m	FWD	YBR026C	YBR026C:2	protStoichAsgnManual	Homodimer or in a complex with other proteins (PubMed:11509667). Interacts with ARS1 (PubMed:8195160).
EAR80y_m	FWD	YBR026C	YBR026C:2	protStoichAsgnManual	Homodimer or in a complex with other proteins (PubMed:11509667). Interacts with ARS1 (PubMed:8195160).
3OACE200_rm	FWD	YCR034W	YCR034W:1	protStoichAsgnAuto	
3OACE200_rm	FWD	YLR372W	YLR372W:1	protStoichAsgnAuto	
3OACE220_rm	FWD	YCR034W	YCR034W:1	protStoichAsgnAuto	
3OACE220_rm	FWD	YLR372W	YLR372W:1	protStoichAsgnAuto	
3OACE240_rm	FWD	YLR372W	YLR372W:1	protStoichAsgnAuto	
3OACE240_rm	FWD	YCR034W	YCR034W:1	protStoichAsgnAuto	
3OACE260_rm	FWD	YLR372W	YLR372W:1	protStoichAsgnAuto	
3OACR200_rm	FWD	YBR159W	YBR159W:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO3 and TSC13.
3OACR220_rm	FWD	YBR159W	YBR159W:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO3 and TSC13.
3OACR240_rm	FWD	YBR159W	YBR159W:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO3 and TSC13.
3OACR260_rm	FWD	YBR159W	YBR159W:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO3 and TSC13.
3HACD200_rm	FWD	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD200_rm	REV	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD220_rm	FWD	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD220_rm	REV	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD240_rm	FWD	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD240_rm	REV	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD260_rm	FWD	YJL097W	YJL097W:1	protStoichAsgnAuto	
3HACD260_rm	REV	YJL097W	YJL097W:1	protStoichAsgnAuto	
ECOAR200_rm	FWD	YDL015C	YDL015C:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO2 and ELO3. Interacts with NVJ1.
ECOAR220_rm	FWD	YDL015C	YDL015C:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO2 and ELO3. Interacts with NVJ1.
ECOAR240_rm	FWD	YDL015C	YDL015C:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO2 and ELO3. Interacts with NVJ1.
ECOAR260_rm	FWD	YDL015C	YDL015C:1	protStoichAsgnManual	Interacts with the fatty acid elongation system components ELO2 and ELO3. Interacts with NVJ1.
ACOADS160_rm	FWD	YGL055W	YGL055W:1	protStoichAsgnAuto	
ACOADS180_rm	FWD	YGL055W	YGL055W:1	protStoichAsgnAuto	
FACOAL120_rm	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL140_rm	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL140_rm	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL160_rm	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL160_rm	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL161_rm	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL161_rm	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL180_rm	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL180_rm	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL181_rm	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL181_rm	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL120_l	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL140_l	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL140_l	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL160_l	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL160_l	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL161_l	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL161_l	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL180_l	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL180_l	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL181_l	FWD	YMR246W	YMR246W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL181_l	FWD	YOR317W	YOR317W:1	protStoichAsgnManual	Interacts with FAT1.
FACOAL161_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL180_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL181_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL200_en	FWD	YIL009W	YIL009W:1	protStoichAsgnManual	Interacts with FRK1.
FACOAL220_en	FWD	YIL009W	YIL009W:1	protStoichAsgnManual	Interacts with FRK1.
FACOAL240_en	FWD	YIL009W	YIL009W:1	protStoichAsgnManual	Interacts with FRK1.
FACOAL260_en	FWD	YIL009W	YIL009W:1	protStoichAsgnManual	Interacts with FRK1.
FACOAL220_l	FWD	YBR041W	YBR041W:1	protStoichAsgnManual	Interacts with fatty acyl-CoA synthetases FAA1 and FAA4.
FACOAL240_l	FWD	YBR041W	YBR041W:1	protStoichAsgnManual	Interacts with fatty acyl-CoA synthetases FAA1 and FAA4.
FACOAL260_l	FWD	YBR041W	YBR041W:1	protStoichAsgnManual	Interacts with fatty acyl-CoA synthetases FAA1 and FAA4.
FACOAE40_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto	
FACOAE60_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto	
FACOAE161_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto	
FACOAE181_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto	
ACOAO40_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO60_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO80_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO200_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO220_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO240_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO161b_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO141b_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO121a_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO181a_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO161a_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ACOAO141a_x	FWD	YGL205W	YGL205W:8	protStoichAsgnAuto	
ECOAH100_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH120_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH140_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH160_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH180_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH260_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH40_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH60_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH80_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH200_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH220_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH240_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH161b_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH141b_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH121a_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH181a_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH161c_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ECOAH141c_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD100i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD120i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD160i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD180i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD260i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD40i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD60i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD80i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD200i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD220i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD240i_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD161bi_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD141bi_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD121ai_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD181ai_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD161ai_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
HACD141ai_x	FWD	YKR009C	YKR009C:1	protStoichAsgnAuto	
ACACT40i_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT60i_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT80i_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT200i_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT220i_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT240i_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT161bi_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT141bi_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT121ai_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT181ai_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT161ai_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ACACT141ai_x	FWD	YIL160C	YIL160C:2	protStoichAsgnAuto	
ECOAI101a_x	FWD	YLR284C	YLR284C:6	protStoichAsgnManual	"Homohexamer, dimer of trimers. Interacts with DCI1."
ECOAI122c_x	FWD	YLR284C	YLR284C:6	protStoichAsgnManual	"Homohexamer, dimer of trimers. Interacts with DCI1."
ECOAI121b_x	FWD	YLR284C	YLR284C:6	protStoichAsgnManual	"Homohexamer, dimer of trimers. Interacts with DCI1."
ECOAI121a_x	FWD	YLR284C	YLR284C:6	protStoichAsgnManual	"Homohexamer, dimer of trimers. Interacts with DCI1."
ECOAI142c_x	FWD	YLR284C	YLR284C:6	protStoichAsgnManual	"Homohexamer, dimer of trimers. Interacts with DCI1."
ECOAI141a_x	FWD	YLR284C	YLR284C:6	protStoichAsgnManual	"Homohexamer, dimer of trimers. Interacts with DCI1."
ECOAI5d_x	FWD	YOR180C	YOR180C:1	protStoichAsgnManual	Interacts with ECI1.
ECOAI6d_x	FWD	YOR180C	YOR180C:1	protStoichAsgnManual	Interacts with ECI1.
ECOAR122_x	FWD	YNL202W	YNL202W:2	protStoichAsgnAuto	
ECOAR142_x	FWD	YNL202W	YNL202W:2	protStoichAsgnAuto	
STEHg161_l	FWD	YLL012W	YLL012W:1	protStoichAsgnAuto	
