# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_237;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5458	chebi:16004;chebi:15991	27.5412,26.0497;
r_0922_1	MNXM738702;MNXM733692;MNXM735438	NADPH;sphinganine;oxygen	NADPH;sphinganine;O2	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO;O=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3109	chebi:57783;chebi:57817;chebi:15379	78.9574;19.2719;84.0618
r_0922_2	MNXM738702;MNXM733692;MNXM735438	NADPH;sphinganine;oxygen	NADPH;sphinganine;O2	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO;O=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6656	chebi:57783;chebi:57817;chebi:15379	0.2459;0.1760;0.2348
r_0929	MNXM735438;MNXM501	oxygen;N(1)-acetylspermidine	O2;N(1)-acetylspermidine	O=O;CC(=O)NCCC[NH2+]CCCC[NH3+]	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5259	chebi:15379;chebi:58324	78.5151;20.0633
r_0935	MNXM405	5-aminolevulinate	5-aminolevulinate	[NH3+]CC(=O)CCC([O-])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8177	chebi:356416	2.4598
r_0936	MNXM735438;MNXM600	oxygen;N(1)-acetylspermine	O2;N(1)-acetylspermine	O=O;CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5259	chebi:15379;chebi:58101	78.5151;23.5129
r_0937	MNXM735438;MNXM408	oxygen;spermine	O2;spermine	O=O;[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5259	chebi:15379;chebi:45725	78.5151;12.9045
r_0938	MNXM737313	prephenate	prephenate	O[C@H]1C=C[C@](CC(=O)C([O-])=O)(C=C1)C([O-])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8371	chebi:29934	19.3530
r_0939	MNXM5;MNXM737313	NADP(+);prephenate	NADP(+);prephenate	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O[C@H]1C=C[C@](CC(=O)C([O-])=O)(C=C1)C([O-])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5532	chebi:58349;chebi:29934	31.2937;91.4692
r_0940	MNXM727556;MNXM114	FAD;L-proline	FAD;L-proline	Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C;[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4895	chebi:57692;chebi:60039	4.1792;1.8834
r_0941_1	MNXM3;MNXM114	ATP;L-proline	ATP;L-proline	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3152	chebi:30616;chebi:60039	27.4528;31.4576
r_0941_2	MNXM3;MNXM114	ATP;L-proline	ATP;L-proline	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6431	chebi:30616;chebi:60039	11.5690;12.2991
r_0942_1	MNXM735438;MNXM351	oxygen;protoporphyrinogen	O2;protoporphyrinogen IX	O=O;Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3171	chebi:15379;chebi:57307	4.5137;2.5078
r_0942_2	MNXM735438;MNXM351	oxygen;protoporphyrinogen	O2;protoporphyrinogen IX	O=O;Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4814	chebi:15379;chebi:57307	43.6162;12.2562
r_0943	MNXM9;MNXM1115	phosphate;nicotinamide ribose	phosphate;beta-nicotinamide D-riboside	OP([O-])([O-])=O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1800;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7372	chebi:43474;chebi:15927	7.9480,136.3396,15.7223;5.2780,48.2655,8.4969
r_0949_fwd	MNXM9;MNXM401	phosphate;guanosine	phosphate;guanosine	OP([O-])([O-])=O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420	chebi:43474;chebi:16750	136.3396;64.6559
r_0949_rvs	MNXM733114;MNXM295	guanine;alpha-D-ribose 1-phosphate(2-)	guanine;alpha-D-ribose 1-phosphate	Nc1nc2[nH]cnc2c(=O)[nH]1;OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420	chebi:16235;chebi:57720	86.9242;105.1220
r_0950_fwd	MNXM9;MNXM401	phosphate;guanosine	phosphate;guanosine	OP([O-])([O-])=O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420	chebi:43474;chebi:16750	136.3396;64.6559
r_0950_rvs	MNXM295;MNXM733114	alpha-D-ribose 1-phosphate(2-);guanine	alpha-D-ribose 1-phosphate;guanine	OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O;Nc1nc2[nH]cnc2c(=O)[nH]1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420	chebi:57720;chebi:16235	105.1220;86.9242
r_0951_fwd	MNXM9;MNXM334	phosphate;inosine	phosphate;inosine	OP([O-])([O-])=O;OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420	chebi:43474;chebi:17596	136.3396;55.5581
r_0951_rvs	MNXM295;MNXM732487	alpha-D-ribose 1-phosphate(2-);hypoxanthine	alpha-D-ribose 1-phosphate;hypoxanthine	OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O;O=c1[nH]cnc2nc[nH]c12	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2420	chebi:57720;chebi:17368	105.1220;96.2546
r_0953_1	MNXM729302;MNXM735438;MNXM311	ammonium;oxygen;pyridoxal	NH4(+);O2;pyridoxal	[NH4+];O=O;Cc1ncc(CO)c(C=O)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2095	chebi:28938;chebi:15379;chebi:17310	1120.7146;745.5168;266.4261
r_0953_2	MNXM729302;MNXM735438;MNXM311	ammonium;oxygen;pyridoxal	NH4(+);O2;pyridoxal	[NH4+];O=O;Cc1ncc(CO)c(C=O)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4498	chebi:28938;chebi:15379;chebi:17310	1305.4214;629.9307;305.1277
r_0954_1	MNXM735438;MNXM366	oxygen;pyridoxamine 5'-phosphate	O2;pyridoxamine 5'-phosphate	O=O;Cc1ncc(COP([O-])([O-])=O)c(C[NH3+])c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2095	chebi:15379;chebi:58451	745.5168;0.7504
r_0954_2	MNXM735438;MNXM366	oxygen;pyridoxamine 5'-phosphate	O2;pyridoxamine 5'-phosphate	O=O;Cc1ncc(COP([O-])([O-])=O)c(C[NH3+])c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4498	chebi:15379;chebi:58451	629.9307;0.1102
r_0955_1_fwd	MNXM735438;MNXM454	oxygen;pyridoxine 5'-phosphate	O2;pyridoxine 5'-phosphate	O=O;Cc1ncc(COP([O-])([O-])=O)c(CO)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2095	chebi:15379;chebi:58589	745.5168;33.7036
r_0955_1_rvs	MNXM732620;MNXM161	hydrogen peroxide;pyridoxal 5'-phosphate	H2O2;pyridoxal 5'-phosphate	OO;Cc1ncc(COP([O-])([O-])=O)c(C=O)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2095	chebi:16240;chebi:597326	16446.6979;57.9702
r_0955_2_fwd	MNXM735438;MNXM454	oxygen;pyridoxine 5'-phosphate	O2;pyridoxine 5'-phosphate	O=O;Cc1ncc(COP([O-])([O-])=O)c(CO)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4498	chebi:15379;chebi:58589	629.9307;23.7551
r_0955_2_rvs	MNXM732620;MNXM161	hydrogen peroxide;pyridoxal 5'-phosphate	H2O2;pyridoxal 5'-phosphate	OO;Cc1ncc(COP([O-])([O-])=O)c(C=O)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4498	chebi:16240;chebi:597326	23327.8638;62.7445
r_0956_1	MNXM735438;MNXM419	oxygen;pyridoxine	O2;pyridoxine	O=O;Cc1ncc(CO)c(CO)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2095	chebi:15379;chebi:16709	745.5168;120.4201
r_0956_2	MNXM735438;MNXM419	oxygen;pyridoxine	O2;pyridoxine	O=O;Cc1ncc(CO)c(CO)c1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4498	chebi:15379;chebi:16709	629.9307;131.4297
r_0957	MNXM738702;MNXM1617	NADPH;1-pyrroline-5-carboxylate	NADPH;(S)-1-pyrroline-5-carboxylate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;[O-]C(=O)[C@@H]1CCC=N1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6956	chebi:57783;chebi:17388	6.6824;9.6205
r_0958	MNXM23;MNXM3;MNXM60	pyruvate;ATP;bicarbonate	pyruvate;ATP;hydrogencarbonate	CC(=O)C([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OC([O-])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2804	chebi:15361;chebi:30616;chebi:17544	16.0953;7.6298;1.4986
r_0959_1	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2701	chebi:15361	1.2496
r_0959_2	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5989	chebi:15361	2.1155
r_0960_1	MNXM23;MNXM75	pyruvate;acetaldehyde	pyruvate;acetaldehyde	CC(=O)C([O-])=O;CC=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2701	chebi:15361;chebi:15343	1.2496;0.9879
r_0960_2	MNXM23;MNXM75	pyruvate;acetaldehyde	pyruvate;acetaldehyde	CC(=O)C([O-])=O;CC=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5989	chebi:15361;chebi:15343	2.1155;1.9836
r_0961	MNXM23;MNXM8;MNXM727276	pyruvate;NAD;coenzyme A	pyruvate;NAD(+);CoA	CC(=O)C([O-])=O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_924;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1761;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2765;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3810;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8569	chebi:15361;chebi:57540;chebi:57287	85.4910,116.8256,1.3127,3.5930,1.2496;21.0345,29.2742,0.5418,3.2200,2.1351;51.6274,75.9634,0.1735,3.4485,0.4316
r_0962_1	MNXM73;MNXM7	phosphoenolpyruvate;ADP	phosphoenolpyruvate;ADP	[O-]C(=O)C(=C)OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_2029	chebi:58702;chebi:456216	73.2892;90.5276
r_0962_2	MNXM73;MNXM7	phosphoenolpyruvate;ADP	phosphoenolpyruvate;ADP	[O-]C(=O)C(=C)OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4078	chebi:58702;chebi:456216	3.5222;3.6980
r_0963	MNXM10;MNXM6067;MNXM735438	NADH;2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone;oxygen	NADH;2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone;O2	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;COC1=CC(=O)C(C)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O;O=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1222;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4199;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4699;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5323;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5916;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_748;yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7881	chebi:57945;chebi:28711;chebi:15379	12.9351,4.8376,32.5358,2.5016,0.2726,7.4183,2.6362;4.1730,3.9414,22.3388,2.3385,0.2589,3.1046,1.4070;7.3719,7.1721,93.6170,4.6842,0.2403,1.9351,4.0055
r_0965	MNXM3;MNXM270	ATP;riboflavin	ATP;riboflavin	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1904	chebi:30616;chebi:57986	0.9273;1.1195
r_0966	MNXM3;MNXM270	ATP;riboflavin	ATP;riboflavin	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1904	chebi:30616;chebi:57986	0.9273;1.1195
r_0967	MNXM2323;MNXM737103	2-hydroxy-3-oxobutyl phosphate;5-amino-6-(D-ribitylamino)uracil	1-deoxy-L-glycero-tetrulose 4-phosphate;5-amino-6-(D-ribitylamino)uracil	CC(=O)[C@H](O)COP([O-])([O-])=O;Nc1c(NC[C@H](O)[C@H](O)[C@H](O)CO)[nH]c(=O)[nH]c1=O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1630	metacycM:DIHYDROXY-BUTANONE-P;chebi:15934	115.1702;70.7712
r_0968	MNXM728012	6,7-dimethyl-8-(1-D-ribityl)lumazine	6,7-dimethyl-8-(1-D-ribityl)lumazine	Cc1nc2c(nc(=O)[n-]c2=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_883	chebi:58201	20.6539
r_0969	MNXM3;MNXM732917	ATP;D-ribose	ATP;D-ribose	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OC[C@H]1OC(O)[C@H](O)[C@@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7356	chebi:30616;chebi:47013	112.1781;128.8448
r_0970	MNXM3;MNXM155	ATP;TRX1	ATP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1267	chebi:30616;chebi:15967	3.9597;
r_0971	MNXM63;MNXM155	CTP;TRX1	CTP;thioredoxin dithiol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1267	chebi:37563;chebi:15967	2.2481;
r_0972	MNXM51;MNXM155	GTP;TRX1	GTP;thioredoxin dithiol	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1267	chebi:37565;chebi:15967	1.8560;
r_0973	MNXM121;MNXM155	UTP;TRX1	UTP;thioredoxin dithiol	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1267	chebi:46398;chebi:15967	2.0738;
r_0974_1	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1707	chebi:456216;chebi:15967	4.4675;
r_0974_2	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1985	chebi:456216;chebi:15967	8.8867;
r_0974_3	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4998	chebi:456216;chebi:15967	70.8865;
r_0974_4	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8655	chebi:456216;chebi:15967	11.1606;
r_0975_1	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1707	chebi:456216;chebi:15967	4.4675;
r_0975_2	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1985	chebi:456216;chebi:15967	8.8867;
r_0975_3	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4998	chebi:456216;chebi:15967	70.8865;
r_0975_4	MNXM7;MNXM155	ADP;TRX1	ADP;thioredoxin dithiol	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8655	chebi:456216;chebi:15967	11.1606;
r_0976_1	MNXM220;MNXM155	CDP;TRX1	CDP;thioredoxin dithiol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1707	chebi:58069;chebi:15967	5.9038;
r_0976_2	MNXM220;MNXM155	CDP;TRX1	CDP;thioredoxin dithiol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1985	chebi:58069;chebi:15967	11.6774;
r_0976_3	MNXM220;MNXM155	CDP;TRX1	CDP;thioredoxin dithiol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4998	chebi:58069;chebi:15967	88.8390;
r_0976_4	MNXM220;MNXM155	CDP;TRX1	CDP;thioredoxin dithiol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8655	chebi:58069;chebi:15967	14.1019;
r_0977_1	MNXM155;MNXM220	TRX1;CDP	thioredoxin dithiol;CDP	;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1707	chebi:15967;chebi:58069	;5.9038
r_0977_2	MNXM155;MNXM220	TRX1;CDP	thioredoxin dithiol;CDP	;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1985	chebi:15967;chebi:58069	;11.6774
r_0977_3	MNXM155;MNXM220	TRX1;CDP	thioredoxin dithiol;CDP	;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4998	chebi:15967;chebi:58069	;88.8390
r_0977_4	MNXM155;MNXM220	TRX1;CDP	thioredoxin dithiol;CDP	;Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8655	chebi:15967;chebi:58069	;14.1019
r_0978_1	MNXM30;MNXM155	GDP;TRX1	GDP;thioredoxin dithiol	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1707	chebi:58189;chebi:15967	4.5937;
r_0978_2	MNXM30;MNXM155	GDP;TRX1	GDP;thioredoxin dithiol	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1985	chebi:58189;chebi:15967	5.8130;
r_0978_3	MNXM30;MNXM155	GDP;TRX1	GDP;thioredoxin dithiol	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4998	chebi:58189;chebi:15967	54.9359;
r_0978_4	MNXM30;MNXM155	GDP;TRX1	GDP;thioredoxin dithiol	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8655	chebi:58189;chebi:15967	10.2223;
r_0979_1	MNXM155;MNXM30	TRX1;GDP	thioredoxin dithiol;GDP	;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1707	chebi:15967;chebi:58189	;4.5937
r_0979_2	MNXM155;MNXM30	TRX1;GDP	thioredoxin dithiol;GDP	;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1985	chebi:15967;chebi:58189	;5.8130
r_0979_3	MNXM155;MNXM30	TRX1;GDP	thioredoxin dithiol;GDP	;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4998	chebi:15967;chebi:58189	;54.9359
r_0979_4	MNXM155;MNXM30	TRX1;GDP	thioredoxin dithiol;GDP	;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8655	chebi:15967;chebi:58189	;10.2223
