id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-NTP3_c_FWD-YER005W	NTP3_c	FWD	YER005W	YER005W:1	protStoichAsgnManual	Interacts with activator subunit VMA13 of vacuolar H(+)-ATPase. Interacts with CDC55; this interaction is disrupted by adenovirus E4orf4, which remains associated with both YND1 and CDC55.	72.45113
RXN-NTP7_c_FWD-YER005W	NTP7_c	FWD	YER005W	YER005W:1	protStoichAsgnManual	Interacts with activator subunit VMA13 of vacuolar H(+)-ATPase. Interacts with CDC55; this interaction is disrupted by adenovirus E4orf4, which remains associated with both YND1 and CDC55.	72.45113
RXN-NTP5_c_FWD-YER005W	NTP5_c	FWD	YER005W	YER005W:1	protStoichAsgnManual	Interacts with activator subunit VMA13 of vacuolar H(+)-ATPase. Interacts with CDC55; this interaction is disrupted by adenovirus E4orf4, which remains associated with both YND1 and CDC55.	72.45113
RXN-NTP10_c_FWD-YER005W	NTP10_c	FWD	YER005W	YER005W:1	protStoichAsgnManual	Interacts with activator subunit VMA13 of vacuolar H(+)-ATPase. Interacts with CDC55; this interaction is disrupted by adenovirus E4orf4, which remains associated with both YND1 and CDC55.	72.45113
RXN-NDP3_g_FWD-YEL042W	NDP3_g	FWD	YEL042W	YEL042W:2	protStoichAsgnAuto		114.61208
RXN-NDPK2_c_FWD-YKL067W	NDPK2_c	FWD	YKL067W	YKL067W:4	protStoichAsgnManual	Homohexamer and homotetramer. Interacts with TOM40 preferentially in an unfolded, unphosphorylated form.	69.21408
RXN-AHSERL_c_FWD-YLR303W	AHSERL_c	FWD	YLR303W	YLR303W:4	protStoichAsgnAuto		196.35232
RXN-AHSERL2_c_FWD-YLR303W	AHSERL2_c	FWD	YLR303W	YLR303W:4	protStoichAsgnAuto		196.35232
RXN-SHSL1_c_FWD-YAL012W	SHSL1_c	FWD	YAL012W	YAL012W:4	protStoichAsgnAuto		171.64244
RXN-SHSL1_c_REV-YAL012W	SHSL1_c	REV	YAL012W	YAL012W:4	protStoichAsgnAuto		171.64244
RXN-SHSL1_c_FWD-YML082W	SHSL1_c	FWD	YML082W	YML082W:4	protStoichAsgnAuto		299.67416
RXN-SHSL1_c_REV-YML082W	SHSL1_c	REV	YML082W	YML082W:4	protStoichAsgnAuto		299.67416
RXN-SHSL1_c_FWD-YLL058W	SHSL1_c	FWD	YLL058W	YLL058W:4	protStoichAsgnAuto		259.1146
RXN-SHSL1_c_REV-YLL058W	SHSL1_c	REV	YLL058W	YLL058W:4	protStoichAsgnAuto		259.1146
RXN-OCBT_c_FWD-YJL088W	OCBT_c	FWD	YJL088W	YJL088W:1	protStoichAsgnManual	Interacts with CAR1.	38.15883
RXN-ORNDC_c_FWD-YKL184W	ORNDC_c	FWD	YKL184W	YKL184W:2	protStoichAsgnManual	Homodimer (PubMed:2669750). Only the dimer is catalytically active, as the active sites are constructed of residues from both monomers (By similarity).	105.43536
RXN-ORNTACi_m_FWD-YMR062C	ORNTACi_m	FWD	YMR062C	YMR062C:2	protStoichAsgnManual	Heterodimer of an alpha and a beta chain.	96.54256
RXN-ORNTA_c_FWD-YLR438W	ORNTA_c	FWD	YLR438W	YLR438W:1	protStoichAsgnAuto		46.48665
RXN-ORPT_c_FWD-YML106W	ORPT_c	FWD	YML106W	YML106W:2	protStoichAsgnAuto		49.74054
RXN-ORPT_c_REV-YML106W	ORPT_c	REV	YML106W	YML106W:2	protStoichAsgnAuto		49.74054
RXN-ORPT_c_FWD-YMR271C	ORPT_c	FWD	YMR271C	YMR271C:2	protStoichAsgnAuto		50.04474
RXN-ORPT_c_REV-YMR271C	ORPT_c	REV	YMR271C	YMR271C:2	protStoichAsgnAuto		50.04474
RXN-OMPDC_c_FWD-YEL021W	OMPDC_c	FWD	YEL021W	YEL021W:1	protStoichAsgnAuto		29.48821
RXN-PTPAT_c_FWD-YGR277C	PTPAT_c	FWD	YGR277C	YGR277C:1	protStoichAsgnAuto		34.58619
RXN-PNTK_c_FWD-YDR531W	PNTK_c	FWD	YDR531W	YDR531W:1	protStoichAsgnAuto		41.2457
RXN-PBAL_c_FWD-YIL145C	PBAL_c	FWD	YIL145C	YIL145C:1	protStoichAsgnAuto		35.31483
RXN-FACOAE100_x_FWD-YJR019C	FACOAE100_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto		40.5943
RXN-FACOAE120_x_FWD-YJR019C	FACOAE120_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto		40.5943
RXN-FACOAE160_x_FWD-YJR019C	FACOAE160_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto		40.5943
RXN-FACOAE140_x_FWD-YJR019C	FACOAE140_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto		40.5943
RXN-FACOAE180_x_FWD-YJR019C	FACOAE180_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto		40.5943
RXN-FACOAE80_x_FWD-YJR019C	FACOAE80_x	FWD	YJR019C	YJR019C:1	protStoichAsgnAuto		40.5943
RXN-PHETA1_c_FWD-YHR137W	PHETA1_c	FWD	YHR137W	YHR137W:2	protStoichAsgnAuto		118.02406
RXN-PHETA1_c_REV-YHR137W	PHETA1_c	REV	YHR137W	YHR137W:2	protStoichAsgnAuto		118.02406
RXN-PHETA1_c_FWD-YGL202W	PHETA1_c	FWD	YGL202W	YGL202W:2	protStoichAsgnAuto		113.30066
RXN-PHETA1_c_REV-YGL202W	PHETA1_c	REV	YGL202W	YGL202W:2	protStoichAsgnAuto		113.30066
RXN-PHETRS_m_FWD-YPR047W	PHETRS_m	FWD	YPR047W	YPR047W:1	protStoichAsgnAuto		55.28136
RXN-PPYRDC_c_FWD-YDR380W	PPYRDC_c	FWD	YDR380W	YDR380W:1	protStoichAsgnAuto		71.99364
RXN-PRAIS_c_FWD-YGL234W	PRAIS_c	FWD	YGL234W	YGL234W:1	protStoichAsgnAuto		86.82404
RXN-ACGAMPM_c_FWD-YEL058W	ACGAMPM_c	FWD	YEL058W	YEL058W:1	protStoichAsgnAuto		62.591
RXN-ACGAMPM_c_REV-YEL058W	ACGAMPM_c	REV	YEL058W	YEL058W:1	protStoichAsgnAuto		62.591
RXN-PPCK_c_FWD-YKR097W	PPCK_c	FWD	YKR097W	YKR097W:4	protStoichAsgnAuto		246.01448
RXN-PETHCT_c_FWD-YGR007W	PETHCT_c	FWD	YGR007W	YGR007W:1	protStoichAsgnAuto		37.16033
RXN-PGMT_c_FWD-YKL127W	PGMT_c	FWD	YKL127W	YKL127W:1	protStoichAsgnAuto		63.66215
RXN-PGMT_c_REV-YKL127W	PGMT_c	REV	YKL127W	YKL127W:1	protStoichAsgnAuto		63.66215
RXN-PGMT_c_FWD-YMR105C	PGMT_c	FWD	YMR105C	YMR105C:1	protStoichAsgnAuto		63.63382
RXN-PGMT_c_REV-YMR105C	PGMT_c	REV	YMR105C	YMR105C:1	protStoichAsgnAuto		63.63382
RXN-GND_c_FWD-YHR183W	GND_c	FWD	YHR183W	YHR183W:2	protStoichAsgnAuto		108.01952
RXN-GND_c_FWD-YGR256W	GND_c	FWD	YGR256W	YGR256W:2	protStoichAsgnAuto		108.7907
RXN-PGAMT_c_FWD-YEL058W	PGAMT_c	FWD	YEL058W	YEL058W:1	protStoichAsgnAuto		62.591
RXN-PGAMT_c_REV-YEL058W	PGAMT_c	REV	YEL058W	YEL058W:1	protStoichAsgnAuto		62.591
RXN-PGCD_c_FWD-YIL074C	PGCD_c	FWD	YIL074C	YIL074C:1	protStoichAsgnAuto		51.63182
RXN-PGCD_c_FWD-YER081W	PGCD_c	FWD	YER081W	YER081W:1	protStoichAsgnAuto		51.63073
RXN-PGK_c_FWD-YCR012W	PGK_c	FWD	YCR012W	YCR012W:1	protStoichAsgnAuto		45.13603
RXN-PGK_c_REV-YCR012W	PGK_c	REV	YCR012W	YCR012W:1	protStoichAsgnAuto		45.13603
RXN-PGM_c_FWD-YOR283W	PGM_c	FWD	YOR283W	YOR283W:4	protStoichAsgnManual	Homotetramer: dimer of dimers.	105.55704
RXN-PGM_c_REV-YOR283W	PGM_c	REV	YOR283W	YOR283W:4	protStoichAsgnManual	Homotetramer: dimer of dimers.	105.55704
RXN-PGM_c_FWD-YKL152C	PGM_c	FWD	YKL152C	YKL152C:4	protStoichAsgnManual	Homotetramer: dimer of dimers.	111.36144
RXN-PGM_c_REV-YKL152C	PGM_c	REV	YKL152C	YKL152C:4	protStoichAsgnManual	Homotetramer: dimer of dimers.	111.36144
RXN-PMANM_c_FWD-YFL045C	PMANM_c	FWD	YFL045C	YFL045C:2	protStoichAsgnAuto		58.57898
RXN-PMANM_c_REV-YFL045C	PMANM_c	REV	YFL045C	YFL045C:2	protStoichAsgnAuto		58.57898
RXN-PMPK_c_FWD-YPR121W	PMPK_c	FWD	YPR121W	YPR121W:1	protStoichAsgnAuto		63.84042
RXN-PMPK_c_FWD-YOL055C	PMPK_c	FWD	YOL055C	YOL055C:1	protStoichAsgnAuto		61.79172
RXN-PMPK_c_FWD-YPL258C	PMPK_c	FWD	YPL258C	YPL258C:1	protStoichAsgnAuto		61.85367
RXN-PMEVK_c_FWD-YMR220W	PMEVK_c	FWD	YMR220W	YMR220W:1	protStoichAsgnAuto		50.87932
RXN-PPNCL2_c_FWD-YIL083C	PPNCL2_c	FWD	YIL083C	YIL083C:2	protStoichAsgnAuto		84.43106
RXN-PPM_c_FWD-YKL127W	PPM_c	FWD	YKL127W	YKL127W:1	protStoichAsgnAuto		63.66215
RXN-PPM_c_REV-YKL127W	PPM_c	REV	YKL127W	YKL127W:1	protStoichAsgnAuto		63.66215
RXN-PPM_c_FWD-YMR105C	PPM_c	FWD	YMR105C	YMR105C:1	protStoichAsgnAuto		63.63382
RXN-PPM_c_REV-YMR105C	PPM_c	REV	YMR105C	YMR105C:1	protStoichAsgnAuto		63.63382
RXN-PPM_c_FWD-YMR278W	PPM_c	FWD	YMR278W	YMR278W:1	protStoichAsgnAuto		71.65928
RXN-PPM_c_REV-YMR278W	PPM_c	REV	YMR278W	YMR278W:1	protStoichAsgnAuto		71.65928
RXN-PRASCSi_c_FWD-YAR015W	PRASCSi_c	FWD	YAR015W	YAR015W:1	protStoichAsgnAuto		34.88507
RXN-PRAMPC_c_FWD-YCL030C	PRAMPC_c	FWD	YCL030C	YCL030C:1	protStoichAsgnAuto		88.47645
RXN-PRATPP_c_FWD-YCL030C	PRATPP_c	FWD	YCL030C	YCL030C:1	protStoichAsgnAuto		88.47645
RXN-AIRC1_c_FWD-YOR128C	AIRC1_c	FWD	YOR128C	YOR128C:1	protStoichAsgnAuto		62.89089
RXN-AICART_c_FWD-YMR120C	AICART_c	FWD	YMR120C	YMR120C:2	protStoichAsgnManual	Homodimer (Possible).	131.66146
RXN-AICART_c_REV-YMR120C	AICART_c	REV	YMR120C	YMR120C:2	protStoichAsgnManual	Homodimer (Possible).	131.66146
RXN-AICART_c_FWD-YLR028C	AICART_c	FWD	YLR028C	YLR028C:2	protStoichAsgnManual	Homodimer (Possible).	131.69758
RXN-AICART_c_REV-YLR028C	AICART_c	REV	YLR028C	YLR028C:2	protStoichAsgnManual	Homodimer (Possible).	131.69758
RXN-PRAIi_c_FWD-YDR007W	PRAIi_c	FWD	YDR007W	YDR007W:1	protStoichAsgnAuto		24.34525
RXN-PRAGSi_c_FWD-YGL234W	PRAGSi_c	FWD	YGL234W	YGL234W:1	protStoichAsgnAuto		86.82404
RXN-GLUPRT_c_FWD-YMR300C	GLUPRT_c	FWD	YMR300C	YMR300C:1	protStoichAsgnAuto		57.20372
RXN-PSP_L_c_FWD-YGR208W	PSP_L_c	FWD	YGR208W	YGR208W:1	protStoichAsgnAuto		34.4879
RXN-PSERT_c_FWD-YOR184W	PSERT_c	FWD	YOR184W	YOR184W:2	protStoichAsgnAuto		87.57228
RXN-CERSFA2A24_r_FWD-YBR183W	CERSFA2A24_r	FWD	YBR183W	YBR183W:1	protStoichAsgnAuto		36.72032
RXN-PSPHPL_r_FWD-YDR294C	PSPHPL_r	FWD	YDR294C	YDR294C:2	protStoichAsgnAuto		132.27812
RXN-PSPHS_r_FWD-YDR297W	PSPHS_r	FWD	YDR297W	YDR297W:1	protStoichAsgnAuto		41.06684
RXN-POLYAO1_c_FWD-YMR020W	POLYAO1_c	FWD	YMR020W	YMR020W:1	protStoichAsgnAuto		58.28097
RXN-PPBNGS_1_c_FWD-YGL040C	PPBNGS_1_c	FWD	YGL040C	YGL040C:8	protStoichAsgnAuto		304.45488
RXN-POLYAO2_c_FWD-YMR020W	POLYAO2_c	FWD	YMR020W	YMR020W:1	protStoichAsgnAuto		58.28097
RXN-POLYAO3_c_FWD-YMR020W	POLYAO3_c	FWD	YMR020W	YMR020W:1	protStoichAsgnAuto		58.28097
RXN-PPNDH_c_FWD-YNL316C	PPNDH_c	FWD	YNL316C	YNL316C:1	protStoichAsgnAuto		38.5328
RXN-PPND2_c_FWD-YBR166C	PPND2_c	FWD	YBR166C	YBR166C:1	protStoichAsgnAuto		51.35086
RXN-PROD2_m_FWD-YLR142W	PROD2_m	FWD	YLR142W	YLR142W:1	protStoichAsgnAuto		53.73805
RXN-PROTRS_c_FWD-YHR020W	PROTRS_c	FWD	YHR020W	YHR020W:1	protStoichAsgnAuto		78.04756
RXN-PPPGO_m_FWD-YER014W	PPPGO_m	FWD	YER014W	YER014W:1	protStoichAsgnAuto		60.24041
RXN-PUNP3_c_FWD-YLR209C	PUNP3_c	FWD	YLR209C	YLR209C:1	protStoichAsgnAuto		34.04662
RXN-PUNP3_c_REV-YLR209C	PUNP3_c	REV	YLR209C	YLR209C:1	protStoichAsgnAuto		34.04662
RXN-PUNP3_m_FWD-YLR209C	PUNP3_m	FWD	YLR209C	YLR209C:1	protStoichAsgnAuto		34.04662
RXN-PUNP3_m_REV-YLR209C	PUNP3_m	REV	YLR209C	YLR209C:1	protStoichAsgnAuto		34.04662
RXN-PUNP5_c_FWD-YLR209C	PUNP5_c	FWD	YLR209C	YLR209C:1	protStoichAsgnAuto		34.04662
RXN-PUNP5_c_REV-YLR209C	PUNP5_c	REV	YLR209C	YLR209C:1	protStoichAsgnAuto		34.04662
RXN-PYDXO_c_FWD-YBR035C	PYDXO_c	FWD	YBR035C	YBR035C:2	protStoichAsgnAuto		54.23586
RXN-PYAM5PO_c_FWD-YBR035C	PYAM5PO_c	FWD	YBR035C	YBR035C:2	protStoichAsgnAuto		54.23586
RXN-PDX5POi_c_FWD-YBR035C	PDX5POi_c	FWD	YBR035C	YBR035C:2	protStoichAsgnAuto		54.23586
RXN-PDX5POi_c_REV-YBR035C	PDX5POi_c	REV	YBR035C	YBR035C:2	protStoichAsgnAuto		54.23586
RXN-PYDXNO_c_FWD-YBR035C	PYDXNO_c	FWD	YBR035C	YBR035C:2	protStoichAsgnAuto		54.23586
RXN-P5CR_c_FWD-YER023W	P5CR_c	FWD	YER023W	YER023W:4	protStoichAsgnAuto		121.5744
RXN-PC_c_FWD-YGL062W	PC_c	FWD	YGL062W	YGL062W:4	protStoichAsgnAuto		524.9486
RXN-PC_c_FWD-YBR218C	PC_c	FWD	YBR218C	YBR218C:4	protStoichAsgnAuto		525.24572
RXN-PYRDC_c_FWD-YGR087C	PYRDC_c	FWD	YGR087C	YGR087C:4	protStoichAsgnAuto		248.463
RXN-PYRDC_c_FWD-YLR044C	PYRDC_c	FWD	YLR044C	YLR044C:4	protStoichAsgnAuto		248.12296
RXN-PYRDC_c_FWD-YLR134W	PYRDC_c	FWD	YLR134W	YLR134W:4	protStoichAsgnAuto		249.79372
RXN-PYRDC2_c_FWD-YGR087C	PYRDC2_c	FWD	YGR087C	YGR087C:4	protStoichAsgnAuto		248.463
RXN-PYRDC2_c_FWD-YLR044C	PYRDC2_c	FWD	YLR044C	YLR044C:4	protStoichAsgnAuto		248.12296
RXN-PYRDC2_c_FWD-YLR134W	PYRDC2_c	FWD	YLR134W	YLR134W:4	protStoichAsgnAuto		249.79372
RXN-PYK_c_FWD-YOR347C	PYK_c	FWD	YOR347C	YOR347C:4	protStoichAsgnAuto		222.71876
RXN-PYK_c_FWD-YAL038W	PYK_c	FWD	YAL038W	YAL038W:4	protStoichAsgnAuto		220.10836
RXN-RBFSa_c_FWD-YOL143C	RBFSa_c	FWD	YOL143C	YOL143C:5	protStoichAsgnAuto		93.51685
RXN-RBFSb_c_FWD-YBR256C	RBFSb_c	FWD	YBR256C	YBR256C:3	protStoichAsgnAuto		79.22229
RXN-RBK_c_FWD-YCR036W	RBK_c	FWD	YCR036W	YCR036W:2	protStoichAsgnAuto		74.4552
RXN-RNDR1_c_FWD-RNR124	RNDR1_c	FWD	RNR124	YER070W:2,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1.	287.71259000000003
RXN-RNDR1_c_FWD-RNR1234	RNDR1_c	FWD	RNR1234	YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1.	285.64306
RXN-RNDR1_n_FWD-RNR124	RNDR1_n	FWD	RNR124	YER070W:2,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1.	287.71259000000003
RXN-RNDR1_n_FWD-RNR1234	RNDR1_n	FWD	RNR1234	YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1.	285.64306
RXN-RNDR3_c_FWD-RNR124	RNDR3_c	FWD	RNR124	YER070W:2,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1.	287.71259000000003
RXN-RNDR3_c_FWD-RNR1234	RNDR3_c	FWD	RNR1234	YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1.	285.64306
RXN-RNDR3_n_FWD-RNR124	RNDR3_n	FWD	RNR124	YER070W:2,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1.	287.71259000000003
RXN-RNDR3_n_FWD-RNR1234	RNDR3_n	FWD	RNR1234	YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1.	285.64306
RXN-RNDR2_c_FWD-RNR124	RNDR2_c	FWD	RNR124	YER070W:2,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1.	287.71259000000003
RXN-RNDR2_c_FWD-RNR1234	RNDR2_c	FWD	RNR1234	YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1.	285.64306
RXN-RNDR2_n_FWD-RNR124	RNDR2_n	FWD	RNR124	YER070W:2,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. RNR1 interacts with the ribonucleotide reductase inhibitor SML1.	287.71259000000003
RXN-RNDR2_n_FWD-RNR1234	RNDR2_n	FWD	RNR1234	YER070W:1,YIL066C:1,YJL026W:1,YGR180C:1	protStoichAsgnManual	Heterotetramer of two large (R1) and two small (R2) subunits. S.cerevisiae has two different R1 subunits (RNR1 and RNR3) and two different R2 subunits (RNR2 and RNR4). The functional form of the small subunits is a RNR2-RNR4 heterodimer, where RNR2 provides the iron-radical center and RNR4 is required for proper folding of RNR2 and assembly with the large subunits. Under normal growth conditions, the active form of the large subunits is a homodimer of the constitutively expressed RNR1. In damaged cells or cells arrested for DNA synthesis, the reductase consists of multiple species because of the association of the small subunits (RNR2-RNR4) with either the RNR1 homodimer or a heterodimer of RNR1 and the damage-inducible RNR3. Interacts with DIF1.	285.64306
RXN-RPI_c_FWD-YOR095C	RPI_c	FWD	YOR095C	YOR095C:1	protStoichAsgnAuto		28.49278
RXN-RPI_c_REV-YOR095C	RPI_c	REV	YOR095C	YOR095C:1	protStoichAsgnAuto		28.49278
RXN-RNMK_c_FWD-YNL129W	RNMK_c	FWD	YNL129W	YNL129W:1	protStoichAsgnAuto		27.90923
RXN-RPE_c_FWD-YJL121C	RPE_c	FWD	YJL121C	YJL121C:1	protStoichAsgnAuto		26.1809
RXN-RPE_c_REV-YJL121C	RPE_c	REV	YJL121C	YJL121C:1	protStoichAsgnAuto		26.1809
RXN-SAM24MT_c_FWD-YML008C	SAM24MT_c	FWD	YML008C	YML008C:1	protStoichAsgnManual	Interacts with ERG28.	43.78628
RXN-SFGTHi_c_FWD-YJL068C	SFGTHi_c	FWD	YJL068C	YJL068C:1	protStoichAsgnAuto		34.20979
RXN-SFGTHi_c_REV-YJL068C	SFGTHi_c	REV	YJL068C	YJL068C:1	protStoichAsgnAuto		34.20979
RXN-SACCD2_c_FWD-YIR034C	SACCD2_c	FWD	YIR034C	YIR034C:1	protStoichAsgnAuto		41.82749
RXN-SACCD1_c_FWD-YNR050C	SACCD1_c	FWD	YNR050C	YNR050C:1	protStoichAsgnManual	Interacts with TRM112.	49.33333
RXN-FBA3_c_FWD-YKL060C	FBA3_c	FWD	YKL060C	YKL060C:2	protStoichAsgnAuto		79.89866
RXN-FBA3_c_REV-YKL060C	FBA3_c	REV	YKL060C	YKL060C:2	protStoichAsgnAuto		79.89866
RXN-SERTRS_c_FWD-YDR023W	SERTRS_c	FWD	YDR023W	YDR023W:2	protStoichAsgnAuto		107.49016
RXN-SERTRS_c_FWD-YHR011W	SERTRS_c	FWD	YHR011W	YHR011W:2	protStoichAsgnAuto		101.65334
RXN-SHK3Di_c_FWD-YDR127W	SHK3Di_c	FWD	YDR127W	YDR127W:2	protStoichAsgnAuto		352.59472
RXN-SHKK_c_FWD-YDR127W	SHKK_c	FWD	YDR127W	YDR127W:2	protStoichAsgnAuto		352.59472
